text,summary
Sub sec.,(1) of sec.
"Helredale playing field (the Field) is situated in Whitby, North Yorkshire, and is owned by Scarborough Borough Council (the Council).",The issue raised in this appeal is whether the Field should be registered as a town or village green under section 15 of the Commons Act 2006.
"The appellant who was working as an investigator in the office of the Chief Controller of Imports and Exports was charged, found guilty and convicted and sentenced to suffer rigorous imprisonment for 18 months on each count for an offence under Sections 5(1) (d) and 5(2) of the Prevention OF Corruption Act, 1947 and section 161 I.P.C. and a fine of Rs. 200/ or in default to undergo further rigorous imprisonment under section 5(2) of the Act.",His appeal to the High Court was dismissed and the conviction and sentence were confirmed.
No. 105 of 1973.,"(Under Article 32 of the Constitution of India) Kapil Sibal, A.K. Sen, P.C. Jain, Ranbir Chandra, A. Minocha and Ms. Indu Goswami for the Petitioners."
"The Chartered Accountants of the assessee company, which was an investment company.",VL ed its shares by applying the profit earning method of valuation of shares without making any adjustment in the profits of the company.
"For the two accounting periods the assessee, a resident company, incorporated outside India paid estate duty payable on the death of its certain share holders not domiciled in India and debited the said amounts to revenue in its accounts in ascertaining the profits and gains of its business for the said years.",The Income tax Officer included the said amounts so paid towards estate duty in the profits and gains of the company for the said two accounting periods and assessed the company to income tax for 1955 56 and 1956 57 on that basis.
vil Appeal No. 1747 (N) of 1973.,From the Judgment and Order dated 16.6.1972 of the Calcutta High Court in Appeal No. 54 of 1969.
"In exercise of the powers conferred by section 3 of the , the Central Government promulgated the Punjab Paddy (Export Control) Order, 1959.",Paragraph 3 of the Order prohibited the export of or attempt to export paddy from any place within the State of Punjab to any place outside the State except under a valid permit.
"s Nos. 84, 174, 188, 241 and 242 of 1966.",Petitions under article 32 of the Constitution of India for the enforcement of fundamental rights.
Appeal No. 856 of 1966.,"Appeal by special leave from the judgment and decree dated September 7, 1965 of the Madhya Pradesh High Court, Indore Bench in Second Appeal No. 275 of 1962."
"In June 1948 the appellant instituted a suit against the first respondent and others for their ejectment from the property in suit, On February 28, 1949 the Calcutta Thika Tenancy Act came into force.",The first respondent was not a thika tenant within the definition therefore of given in the Act.
"The respondent was a company carrying on life, fire, marine and general insurance business, and the question for determination related to the assessment of excess profits tax on its income other than life insurance.","The method adopted by the company with respect to fire insurance policies was that while the premiums received were all of them included in the assets of the year, a portion thereof, 40 per cent., was treated as reserve for unexpired risks on the outstanding policies, and shown as a liability."
on (c) Nos. 9835 38 of 1983.,"(Under Article 32 of the Constitution of India) WITH W.P.(C)Nos.7468 7469/81,3838 39/83,5398/85,5435/85,386/84, 1489/ 86, 12691/85, 489 90/83, 81/83, 68/86 & 1065/87 Lakshmi Chandra Goyal, B.B. Sahni and Serve Mitter for the Petitioners D.P. Gupta, Solicitor General, Ms. Indu Malhotra, Ms. Aysha Khatri, Ms. V. Mohana and Ms. Nisha Bagchi for the Respondents."
This appeal related to wills made by a Mr and Mrs Rawlings.,"They each intended to make wills leaving their respective estates to the other, and, if the other had already died, to the appellant, Mr Marley."
Appeal No. 29 of 1966.,"Appeal from the judgment and order dated April 30, 1964 of the Patna High Court in M.J.C. No. 498 of 1963."
ition No. 8353 of 1981.,Under Article 32 of the Constitution of India P.P. Rao and Parijat Sinha for the Petitioners.
"Section 15A(1) of the Bombay Rents, Hotel and Lodging House Rates Control Act, 1947 inserted by section 14 of the Amending Act of 1973 provides that notwithstanding anything contained elsewhere in that Act or anything contrary in any other law for time being in force, or in any contract, where any person was on the 1st day of February 1973 in occupation of any premises, or any part thereof which is not less than a room, as a licensee he shall on that date be deemed to have become, for the purposes of that Act, the tenant of the landlord in respect of the 867 premises or part thereof, in his occupation.","Sub section (2) of section 14 stipulates that where the interest of a licensor, who is a tenant of any premises, is determined for any reason, the licensee, who by section 15A is deemed to be a tenant, shall, subject to the provisions of the Act be deemed to become the tenant of the landlord, on the terms and conditions of the agreement consistent with the provisions of the Act."
Civil Appeals Nos. 942 and 943 of 1966.,"Appeals by special leave from the judgment and order dated june 18, 1965 of the Kerala High Court in Writ Appeals Nos."
Under section 517 of the Code of Criminal Procedure the court is empowered on the conclusion of an enquiry or trial to make an 977 order for the disposal of any property or document produced before it or in its custody or regarding which an offence appears to have been committed or which had been used for the commission of any offence.,The power of the court extends to the confiscation of the property in the custody of the court but it is not in every case in which the court must necessarily pass an order of confiscation irrespective of the circumstances of the case.
"The assessee, a Hindu Undivided Family, owned certain shares in a private limited company in which the public were not substantially interested.","Though the shares were beneficially owned by the Hindu Undivided Family, they stood registered in the name of its Karta."
Appeal No. 46 of 1961.,"Appeal from the judgment and decree dated July 17, 1958 of the Patna High Court in Appeal from Original Decree No. 162 of 1952."
"One Sharda Singh, respondent, who was an employee of the appellant mills was dismissed for disobeying the orders of the managing authority.","He filed an application before the Industrial tribunal under section 33 A of the , contesting his dismissal on various grounds, whereupon the tribunal passed an order to the effect that as an interim measure the respondent be permitted to work in the appellant mills and if the management failed to take him back his full wages be paid from the date he reported for duty."
London suffered from serious rioting from 6 to 9 August 2011.,"In one incident at 11:40pm on 8 August 2011, a gang of youths broke into the Sony DADC distribution warehouse at the business park on Solar Way in Enfield."
iminal Appeal No. 90 of 1961.,"Appeal by special leave from the judgment and order dated January 10, 1961, of the Calcutta High Court in Criminal Revision No. 1545 of 1960."
The appellant sued the respondent for damages for breach of contract.,The respondent pleaded that the appellant had contracted as agent for its disclosed principal and had no right to sue.
Appeal No. 423 of 1964.,"Appeal by special leave from the order dated October 5, 1962 of the Central Government Industrial Tribunal at Dhanbad in Application No. 53 of 1961 in Reference Nos. 45, 56, 63 and 65 of 196.1."
"When an employee is due for promotion, increment etc.","but disciplinary/criminal proceedings are pending against him at the relevant time, the findings of his entitlement to such benefit are kept in a sealed cover to be opened after the proceedings in question are over."
"The appellant entered India on May 9, 1956, on a Pakistani passport.",He had a visa permitting him to stay in India for three months.
il Appeals Nos. 751 of 1957 and 10 of 1958.,"Appeal from the judgment and order dated December 7, 1956, of the Calcutta High Court in Matters Nos. 29 and 58 of 1956."
"The appellant company carries on business as valuers and surveyors undertaking inspection of quality, weighment analysis, sampling of merchandise and commodities, cargoes, industrial products, machinery, textiles etc.",It has established a reputation and goodwill in its business by developing its own techniques for quality testing and control and possess trade secrets in the form of these techniques and clientele.
Appeal No. 194 of 1952.,"Appeal from the Judgment and Order, dated the 7th day of September, 1951, of the High Court of Judicature at Bombay in Income tax Reference No. 46 of 1950."
The appellant took the suit premises situate in Ludhiana on a monthly rent of Rs. 800 from respondent 1.,Both the respondents are medical practitioners.
"The appellant, an office Superintendent was reverted to a lower rank after finding him guilty of some charges held in a departmental enquiry.",The said orders were quashed by the High Court on the ground that the enquiry held was not proper and legal.
"The appellants and G were convicted of the offence of murder by the Sessions Court on the basis of the evidence of the approver, which it considered reliable, and the confession made by the first appellant which it found to be voluntary and true.",The High Court held that the evidence of the approver as against G was very discrepant and.
"Both under section 4(3)(xxi) of the Income tax Act, 1922 and section 10(26) of the Income tax Act, 1961, income of the members of a scheduled tribe included in article 366(25) of the Constitution and residing in any area specified in Part A or Part B of the Table appended to Paragraph 20 of the Sixth Schedule of the Constitution, excepting that of government servants, ' is exempt from income tax.","The respondent was a member of such a scheduled tribe residing in such an area, but, as he was a government servant, he was assessed to income tax."
"The Mysore Tenancy Act, 1952, was enacted, inter alia, for the purpose of regulating the law which governed the relations of landlords and tenants of agricultural lands.","Subsection (1) of section 6 of the Act provided : ""Notwithstanding any agreement, usage, decree or order of a court or any law, the maximum rent payable in respect of any period. by a tenant for the lease of any land shall not exceed one half of the crop or crops raised on such land or its value as determined in the prescribed manner""."
N: Criminal Appeal No. 233 of 1978.,"Appeal by Special Leave from the Judgment and Order dated the 20th April, 1978 of the Madras High Court in Writ Petition No. 988 of 1978."
vil Appeal No. 1939 (N) of 1972.,From the Judgment and Order dated 24.1.1972 of the High Court of Gujarat at Ahmedabad in L.P.A. No. 263 of 1971.
"The appellant was appointed as a clerk in the State Bank of India on December 14, 1953.",He made an application under s.33(c)(2) of the before the Labour Court.
N: Criminal Appeal No. 425 1974.,Appeal by Special Leave from the Judgment and order dated the 22nd July 1974 of the Madras High Court at Madras in Criminal Appeal No. 24 of 1974 and Referred Trial No. 3 of 1974.
"The Banco Nacional Ultramarino (B.N.U.) with its head office at Lisbon in Portugal carried on banking business in Goa, Daman and Diu.",On the eve of the liberation of these territories from Portuguese rule and their integration with India the B.N.U. removed a substantial portion of valuable assets held there to its head office at Lisbon.
A had insured his car with the appellant under a comprehen sive policy.,"A permitted B, (who had insured his own car with another company) to drive his car and while B was driving the car it met with an accident."
"On the death of H, who as the mother of the last male owner had succeeded to the estate, the respondents claimed the estate and brought a suit for its recovery on the strength of the pedigree which they set up that they were the sons of the halfsisters of the last male owner and therefore came before the agnates.","The suit was contested by some of the agnates, of whom the appellant was one, who challenged the correctness of the pedigree, and maintained that the respondents ' mothers were not the half sisters of the last male owner."
The liability of employers for deaths caused by mesothelioma has pre occupied courts and legislators over recent years.,"The present appeals concern claims to pass the burden of this liability on to insurers, made either by employers or in the case of insolvent employers by the personal representatives of former employees using the mechanism of the Third Party (Rights against Insurers) Act 1930."
"The proceedings arose out of the admitted and continuing failure of the United Kingdom since 2010 to secure compliance in certain zones with the limits for nitrogen dioxide levels set by European Union law, under Directive 2008/50/EC.","In a judgment of 1 May 2013, the Supreme Court referred certain questions to the Court of Justice of the European Union (CJEU) concerning the interpretation of articles 13, 22 and 23 of the Directive."
Appeal No. 2221 of 1993.,From the Judgment and Order dated.5.5.
The respondent sought to redeem a mortgage executed in the State of Alwar in 1919.,By a stipulation in the mortgage deed the mortgagor agreed that if the debt was not paid within 15 years the mortgagee would become the owner of the property.
This appeal raises a question about what the grantee of a deed who has been provided with a defective title needs to establish in order to obtain a remedy under the granters obligation of absolute warrandice.,"By including a clause of warrandice in a disposition of property which he has sold to the grantee, the seller warrants his title as absolute owner of the property."
The appellant was appointed Secretary of the respondent company in 1942.,Later he was promoted as General Manager.
"The appellant Corporation, which grants or guarantees the loan to be raised By industrial concerns either from the scheduled banks or state Cooperative Banks or those floated in public market, is entitled to make, for one or more of the reliefs set out in Section 31 ( 1 ) of the state Financial Cooperation Act, an application to the District Judge within the limits of whose jurisdiction the industrial concern carries on the whole or substantial part of its business, when any such concern defaults in repayment of loan or fails to comply with the terms of the agreement.",The Corporation made several applications purporting to be under Section 31(1) of the Act in various district courts in the State of Gujarat.
Appeal No. 1792 of 1971.,"Appeal from the Judgment and Order dated the 31st March, 1970 of the Gujarat High Court in Special Civil Application No. 545/66."
"The normal age of retirement of an employee of an aided school prescribed under section 208 of the Delhi Education Code, 1965 was 60 years.","The proviso to section 8(1) of the Delhi Education Act, 1973, prohibited the administrator from varying the conditions of service of an employee of an existing school at the commencement of that Act to his disadvantage While fixing the retirement age of employees of recognised private schools at 58 years sub rule (1) of rule 110 of the Delhi Education Rules, 1973 protected the entitlement of existing employees to higher age of retire ment."
"The Government of India set up a Wage Board for the port and dock workers at major ports on November 13, 1964(1) to determine the categories of employees who should be brought within the scope of proposed wage fixation, and (2) to work out a wage structure for those employees on the basis of the guidelines laid down by the Government.","The Wage Board submitted its final report on November 29, 1969."
The Appellants worked for the Respondent in factories making catalytic converters.,"In breach of its duty, under the health and safety regulations and at common law, the Respondent failed to ensure that the factories were properly cleaned and, as a result, the Appellants were exposed to platinum salts."
Kalayanasundaram and the members of his family were per manent residents of Palghat in the then State of Madras.,"and his son, the appellant, formed members of an undivided Hind family."
The issue in this appeal is whether the conditions of entitlement to State Pension Credit (SPC) are compatible with a rule of EU law which prohibits discrimination between nationals of different Member States.,State Pension Credit is a means tested non contributory benefit.
"The Rajasthan Universities Teachers and Officers (Special Conditions of Service) Act, 1974 provided for an elaborate procedure for recruitment of teachers and officers in the universities but no selection had been made on the basis of that Act and all appointments were made on a temporary basis.",Section 3 of the Act provided that no stop gap or part time arrangement can be made for more than six months.
Civil Appeal Nos.,1801 1805 of 1975.
Civil Appeal No. 1265 of 1969.,From the Judgment and order dt.
Civil Appeal No. 57 of 1951.,"Appeal from a judgment dated 18th May, 1948, of the High Court of East Punjab at Simla (Khosla and Teja Singh JJ.) in Letters Patent Appeal No. 189 of 1946 arising out of the judgment dated 11 th February, 1946, of the Senior Subordinate Judge, Ambala."
"Under r. 8 of the Central Excise Rules, 1944, made under the Central Excise and Salt Act, 1944 the Central Government issued a notification exempting cotton fabrics from excise duty.",The respondents owned a textile mill and factory.
Appeal No. 237 of 1956.,"Appeal by special leave from the judgment and order dated December 13, 1954, of the Calcutta High Court in Appeal from Original Order No. 117 of 1954."
Appeal No. 25 of 1961.,"Appeal by special leave from the judgment and decree dated November 26, 1957, of the Allahabad High Court in Special Appeal No. 235 of 1957."
Appeal No. 635 of 1965.,Appeal by special leave from the Award dated January 8.
"Landlord and Tenant Accommodation Agreed monthly rent New construction Enhancement of rent House Allotment Officer 's findings Power of the civil courts to interfere U. P. Templeton Control of Rent and Eviction Act, 1947 (U.P. 3 of 1947), SS.","2(a)(f) 3A, 5(4), 6."
Nagappa and his sons who formed a joint family carried on business and they were assessed to income tax and super tax by the Income tax authorities.,"As Nagappa did not pay the tax assessed, 51 items of immovable property belonging to the joint family were attached and 38 items were actually sold A suit was filed by the sons of Nagappa claiming a decree declaring that the assessment orders were unenforceable against the property attached and the sale of the property by the revenue authorities was without jurisdiction, void and illegal and an order restraining the Union of India and the authorities of the State of Madras from selling the scheduled properties or confirming the sales already held."
"Muthammal, the absolute owner of the suit properties, executed a Deed of Settlement dated May 17, 1925 (exhibit A 3) whereby she endowed the suit properties to a temple of her family deity.","She constituted herself as the first trustee for her life and after that, her husband and mother were to be the trustees and after their demise, the respondents ' heirs were to be the trustees."
iminal Appeal No.225 of 1969.,"Appeal by special leave from the judgment and order dated December 18, 1962 of the Bombay High Court in Criminal Appeal No. 1426 of 1968 and confirmation Case No. 21 of 1968."
A dispute between the appellants and respondent No. 1 was referred to an arbitrator who made an award and filed it before the civil court.,"On objection by the appellants, the prayer for making the award a rule of the court was reject ed."
Appeals Nos. 110 and 111 of 1951.,"Appeals from the Judgment and Decree dated May 6, 1946, of the High Court of Judicature at Calcutta (Biswas and Chakravartti JJ.) in Original Decree No. 43 of 1942 with Civil Rule 399 of 1945, arising out of Judgment and Decree dated June 30, 1941,, of the Second Court of Additional Subordinate Judge, 24 Parganas, in Title Suit No. 63 of 1938."
The petitioners in these special leave petitions and writ petitions claim the right to engage in trading business on the pavements of roads of the city of Delhi.,The special leave petitions are against the judgments of the Delhi High Court dismissing their claim.
minal Appeal No. 20 of 1970.,"Appeal by special leave, from the, judgment and order dated September 11, 1969 of the Delhi High Court in Criminal Rev. No. 291 D of 1966."
The question was whether the defendant was entitled to raise a grievance and contest the valuation of the properties in dispute as if it were a matter in issue between the plaintiff and himself and could seek to invoke the High Court in its revisional jurisdiction against the order adjudging 'court fees payable on the plaint.,"Held, that the Court Fees Act is enacted to collect revenue and not to be used as a technical weapon by the defendant for obstructing the progress of the suit by approaching the High Court in its revisional jurisdiction against the order determining and adjudging court fees payable on the plaint."
Appeal No. 414 of 1960.,"Appeal from the judgment and decree dated September 25, 1958, of the Mysore High Court in Regular Appeal (B) No. 256 of 1956."
"Section 5(1) of the Punjab Sales Tax Act, 1948 authorises the State Government to determine the rates of tax payable on the taxable turnover of a dealer not exceeding the limit prescribed therein.",Sub section (2) lays down the principles governing the determination of the taxable turnover.
Civil Appeal No. 149 of 1971.,On appeal by Certificate from the Judgment and Decree dated 28.4.69 of the Madhya Pradesh High Court in First Appeal No. 14 of 1963.
"In March 2017 local authorities in England were looking after 72,670 children, a figure which has been rising steadily for the past nine years.","They do so either as part of a range of services provided for children in need or under a variety of powers to intervene compulsorily in the family to protect children from harm. 50,470 of those 72,670 children were the subject of care orders, up 10% from the previous year; 16,470 were accommodated without any court order; the balance were subject to various other compulsory powers."
Civil Appeal No. 3921 (NL) of 1987.,From the Award dated 15.5.1987 of the Industrial Tribunal No. III.
"The appellant, his father and another were charged with murder and convicted by the trial court.","The first information referred to eye witnesses, of whom the prosecution examined only two."
Civil Appeal No.4094 of 1984.,From the Judgment and order dated 9.7.1984 of the Punjab & Haryana High Court in Civil Writ Petition No.5371 of 1981.
Appeal No. 88 of 1959.,"Appeal by special leave from the judgment and order dated May 6, 1958, of the Industrial Tribunal, Delhi, in 0."
"The appellant has been convicted under Section 302/34, Indian Penal Code, by the high Court, for the murder of one Nagji, with whom he had strained relations.","According to the prosecution there was bad blood between the family of the appellant and the deceased and there have incidents in the past, the last being the murder of two sons of the appellant and inflicting of grievous injuries on the third son, by the deceased, in which case, the deceased and his companions were acquitted."
riminal Appeals Nos.,20 to 23 of 1955.
Civil Appeal No. 494 of 1960.,"Appeal by special leave from the judgment and under dated April 21, 1958 of the Orissa, High Court in O.J.C. No. 107 of 1954."
"Appeals Nos. 220, 221, 349 and 497 of 58.","Appeals from the judgment and decrees dated 1955 March 24,1956 September 15 and 1956 April 12 of the former Saurashtra High Court at Rajkot in Civil Second Appeals Nos."
ivil Appeal No. 2041 of 1972.,From the Judgment and Decree dated 5.11.1971 of the Gujarat High Court in First Appeal No. 693 of 1964.
Appeals Nos.,1384 and 1584 of 1970.
Civil Appeal No. 1664 of 1974.,"Appeal by Special Leave from the judgment and order dated the 18th December, 1973 of the Kerala High Court in original Petition No.860 of 1973 and Civil Appeals Nos."
"The Supreme Court unanimously allows the appeal, holding that the reasonable tolerability test applied by the Court of Appeal is contrary to the Convention and should not be followed in the future.",HJ and HTs cases are remitted for reconsideration in light of the detailed guidance provided by the Supreme Court.
Civil Appeal No. 1348 (NT) of 1974 From the Judgment and order dated 7.1.1974 of the Allanabad High Court in I.T.R. No. 364 of 1971.,"S.C. Manchanda, V.J. Francis, N.M. Popli and Ujjal Singh for the Appellant."
iminal Appeals Nos.,176 to 178 of 1961.
"The respondent Society formed a housing colony, laid out public roads and set apart public common places for parks.","play grounds, schools, library, hospital and club for the benefit of the members of the colony."
The respondents were the employees of the appellant and while a strike was going on in the concern of the appellant they physically obstructed the loyal and willing trammers from working in the colliery and insisted on other workmen to join them in the obstruction.,A charge sheet was served on the respondents and they were asked to show cause why disciplinary action should not be taken against them.
ivil Appeal No. 55A of 1987.,From the Judgment and Order dated 8.10.
"Civil Appeal No. 1432 of 1968, (From the judgment and decree dated the 26 10 1959 of the Patna High Court in appeal from original decree No. 280 of 1953.) Sarjoo Prasad with D. Goburdhun, for the appellants.","V. section Desat with D. P. Mukherjee for respondents 3, 4, S, 6(a) 14 and is."
Criminal Appeal No. 111 and 477 of 1979.,From the Judgment and Order dated 19.4.1978 of the Allahabad High Court in Criminal Appeal No. 661 of 1975.
In habeas corpus proceedings the Court is to have regard to the legality or otherwise of the detention at the time of the return and not with reference to the institution of the proceedings.,"Section 344 of the Criminal Procedure Code requires a Magistrate, if he chooses to adjourn a case, "" to remand by warrant the accused if in custody "" and provides further that every order made under this section by a Court other than a High Court shall be in writing."
"An omission to administer an oath, even to an adult, goes only to the credibility of the witness and not his competency; so also an omission of the Court or the authori ty examining a child witness formally to record that in its opinion the witness understands the duty of speaking the truth though he does not understand the nature of an oath or affirmation, does not affect the admissibility of the evi dence given by that witness.","Though it is desirable that judges and magistrates should always record their opinion when a child is to be examined that the child understands the duty of speaking the truth, and state why they think so, whether a magistrate or judge was really of that opinion can be gathered from the circumstances when there is no formal certificate to that effect on the record."
"In 1944 the respondent instituted a suit for the recovery of money due under an award dated July 31, 1935, whereby the appellant and his brother were directed to pay a certain amount to the respondent.","The suit was dismissed by the trial Court 238 but on appeal the High Court passed a decree on March 9, 1951."
Appeal No. 1177 of 1975.,(From the judgment and order dated 10 10 1974 of the Kerala High Court in Civil Revision Petition No. 734/74).
Civil Appeal No. 625 of 1972.,From the Judgment and Order dated 13.9.1971 of the Punjab & Haryana High Court in L.P.A. No. 254 of 1971.
This appeal raises two issues as to the common law privilege against self incrimination.,The first issue is as to the meaning of the words proceedings for infringement of rights pertaining to intellectual property in section 72(2)(a) of the Senior Courts Act 1981 (the 1981 Act).
Criminal Appeal No. 130 of 1966.,"Appeal by special leave from the judgment and order dated April 24, 1985 of the Madhya Pradesh High Court, Gwalior Bench in Criminal Appeal No. 55 of 1964."
The property covered by the Tea Estate was granted by the Government by way of lease in 1898 for 30 years.,In 1913 it was purchased ' by Azam Ali.
"% The Central Excise Officers during the course of investigations made against M/s Swastik Investment Company, Bombay found that some of the consignments of the material described in documents as 'crimpled uncut waste ' were cleared from M/s Swadeshi Polytex Limited, Ghaziabad during the period from January, 1974 to December, 1977, were purchased by the respondents and utilised by them in the manufacture of 'polyester staple fibre '.","The Collector held that the 'crimpled uncut waste ' purchased by the respondents was in fact 'polyester fibre tow ' and that the respondents had carried on manufacture of 'polyester staple fibre ' from tow and, as such, exigible to duty."
"A who was a tenant of N sub let the premises to B and C. N filed a suit for ejectment against A, B and C in the Court of Small Causes, Bombay, on the ground of illegal sub letting.",The suit was decreed.
"The respondent was appointed in 1949 a Tahvildar in the District of Azamgarh in the State of Uttar Pradesh and he worked, in the Cash Department of the Government Treasury of that District.",His appointment was made by Government Treasurer with the approval of Collector of the District.
"Rules 2 and 6 of the Rules framed under section 59 of the Indian Income Tax Act provide that an application for registration of a firm under section 26 A of the Act and for renewal of registration certificate ""shall be signed personally by all the parties"".","Held that the word 'personally ' in the Income Tax Rules, as framed under section 59 of the Income Tax Act would exclude a duly authorised agent of a partner of a firm signing an application on behalf of the partner under section 26 A of the Income Tax Act."
Civil Appeal No. 360 of 1980.,"From the Judgment and order dated the 15th and 17th May, 1979 of the High Court of Karnataka at Bangalore in Civil Writ Petition No. 4293 of 1975."
These appeals concern the obligations of insurance companies under various contracts of employers liability (EL) insurance.,"In particular, the appeals concern the scope of the insurers obligations to indemnify employers against their liabilities towards employees who have contracted mesothelioma following exposure to asbestos."
"On August 23, 1969, the respondent accused came in a tractor and stopped it on the highway.","Seeing the parked truck GTF 904 which he used to drive previously, the accused used the key of his tractor to start the same and drove it with the head lights on in full speed."
"% A tenant, Mr. Sequeira, wanted to prefer an appeal to the Supreme Court against an order of the High Court, confirming an order of eviction passed against him in respect of his business premises, and engaged the appellant, an Advocate of the Supreme Court, to file the appeal.",The Advocate/Appellant filed a petition for Special Leave in the Supreme Court.
Appeal No. 444 of 1966.,"Appeal by special leave from the judgment and order dated October 9, 1963 of the Allahabad High Court in F.A.F.O. No. 268 of 1957."
This appeal raises questions of European Union law.,These questions have their origins in an EU Framework Agreement on part time work which was concluded in 1997.
ivil Appeal No. 471 of 1975.,From the Judgment and Order dated 25.9.72 of the Karna taka High Court in Regular Second Appeal No. 311 of 1969.
Appeal No. 304/56.,"Appeal by special leave from the judgment and order dated July 19, 1954, of the former Travancore."
Appeal No.232 of 1960.,"Appeal from the Judgment and Order dated October 6, 1958, of the Bombay High Court in Income Tax Reference No. 10 of 1958."
"The petitioner, group 'A ' scientist belonging to the non medical wing of the Directorate General of Health Serv ices, filed a wit petition in this Court seeking parity in pay scales and allowances with his counter part in the medical wing.","It was contended that group 'A ' scientists are treated discriminately vis a vis their counter parts in other Ministries, because the former are not given any promotional benefits while the latter are provided with avenues for promotion."
"The Government appointed temporary junior professors in different law colleges in the State under Rule 10(a)(1)(1) of the TamilNadu State and Subordinate Services Rules, 1955 during 1971 1982.",In 1979 the State Public Service Commission invited applications for regular appointment of junior professors.
"Certain lands situated on the outskirts of a large city were acquired by the respondent State after issuing prelimi nary notification under section 4(1) of the Land Acquisition Act, 1894 on August 6, 1956 for construction of an industrial estate.","The appellants claimed compensation at the rate of Rs.3 per sq. yard and cited in support thereof an agreement of sale dated January 21,1957 and a conveyance dated April 2, 1957 pertaining to a piece of land adjoining the acquired land showing the sale price at the rate of Rs.3 per sq. yard."
"Allowing the appeal by special leave, the Court, ^ HELD.","Rule 2(a) of the C.C.S. (C.C.A.) Rules, 1965 states, after setting out alternative authorities, that the appointing authority is one out of four categories who is the highest, by using the expression ""whichever authority is the highest""."
The respondent who was carrying on the business of transporting goods challenged before the High Court the imposition of supervision fee levied under Standing Order No. 3 on the goods in transit through the limits of the Municipal Corporation of Baroda.,"Before the framing of Standing Order No. 3, a transporter was required to pay octroi at the point of entry in the city and claim refund thereof at the point of exit after satisfying the authority that the goods which had entered were being taken out."
No. LXX of 1949.,"Appeal from the judgment of the Allahabad High Court (Verma and Yorke JJ.) dated the 22nd April, 1943."
"Lord Walker made clear that the scope of the appeal was limited the court did not have the task of deciding whether or not the system of charging current account customers was fair, but whether the OFT could challenge the charges as being excessive in relation to the services supplied in exchange (Paragraph 3).","As Lord Phillips stated, even if such a challenge was not possible, it might still be open for the OFT to assess the fairness of the charges according to other criteria (Para 61)."
ivil Appeal No. 1043 of 1990.,From the Judgment and Order dated 10.8.1989 of the Bombay High Court in C.R.A. NO.
"The appellant was a member of the armed forces of the Union from August, 1942 until August 17, 1970 when he retired from the Army.","In 1964, he inherited a flat from his brother."
The assessee was the Managing Director of a Company originally assessed on a total income of Rs. 43407/ for the assessment year 1959 60.,"Thereafter the Income Tax Officer came to know that the assessee had been withdrawing moneys from the Company and that those amounts were liable to be treated as dividend under section 2(6A)(e) of the Act, he re opened the assessment."
The appellant was a teacher in the Department of Biochemistry of Rajendra Medical College.,He filed an application for his registration as a student in M.D.
minal Appeal No. 111 of 1961.,"Appeal from the judgment and order dated March 2, 1961 of the Calcutta High Court in Criminal Appeal No. 269 of 1961."
The respondents are dealers under the Tamil Nadu Sales Tax Act.,Section 14 of the Central Sales Tax Act declares certain goods enumerated therein of ` ' special importance in inter state trade or commerce.
Civil Appeal No. 656 of 1978.,"Appeal by Special Leave from the Award dated 21 9 1977 of the Labour Court, Meerut in Adjudication Case No. 160/74."
"Upon the death of the last Mahant of a Dera of Sanyasi Sadhus in Punjab, the respondent, claiming to be the Chela of the deceased and therefore having a preferential title, entered into possession of certain properties basing his title thereto on an appointment made to the office by the Bhekh and the people of the village.","The appellant also claimed the same properties as the successor of the deceased Mahant and brought a suit for a decree for possession of the properties belonging to the Dera, he claimed title on the basis that as Gurbhal of the last Mahant, he was entitled to the Gadi and that he, and not the respondent, had been appointed to it by the people of the village and the Bhekh; he further claimed in the alternative, that even if it was found that he was not so appointed, according to the custom regarding succession of the Dera and Rewaj i am of Deras, he was in any event entitled to become Mahant as he was the Gurbhai of the deceased Mahant."
on Nos.,520.23of 1987.
"The appellant Municipality in its Appeal by Special Leave impugned the interlocutory order of the High Court restraining the Municipality from recovering a graduated consolidated rate on the annual value of the holdings in terms of the amended provisions in sections 123 and 124 of the Bengal Municipal Act, 1932 as amended by the Bengal Municipal (Amendment) Act, 1980.","Allowing the Appeal, ^ HELD: 1."
The Scottish Parliament was established by section 1 of the Scotland Act 1998.,It was opened on 1 July 1999.
The appellant firm was assessed to sales tax for the assessment years 1957 58 and 1958 1959.,On an application made by the appellant for the composition of tax the recovery of the tax for 1957 58 was stayed.
Special Leave Petition (Civil) No. 5775 of 1990.,From the Judgment and Order dated 30.11.1989 of the Allahabad High Court in C. Misc.
ISDICTION: Writ Petition Nos.,60 1 602 of 1980.
Appeal No. 133 of 1965.,"Appeal from the judgment and decree dated February 17, 1962 of the Madhya Pradesh High Court in First Appeal No. 89 of 1959."
